,Score,Date,Time ended,Initial
0,33,2018-08-27,3:17 PM,RLM
1,12,2018-09-10,11:10,LM
2,17,2018-09-18,AFTERNOON,GM
3,20,2018-09-19,11:05,AW
4,21,2018-09-20,10:50,bk
5,15,2018-09-21,12:24,GM
6,14,2018-09-24,1:51,KG
7,17,2018-09-25,12:54,KG
8,19,2018-09-26,11:15,bk
9,24,2018-09-27,11:24,KG
10,19,2018-09-28,11:33,GM
11,30,2018-08-21,10:51 AM,GM
12,37,2018-08-22,11:55,GM
