,Score,Date,Time ended,Initial
0,1,2018-07-31,11:25,GM
1,0,2018-08-01,1:55,RB
2,0,2018-08-02,10:48,GM
3,0,2018-08-03,10:25,GM
4,0,2018-08-21,12:47,GM
