,Week,Score
0,0,32.8
1,1,36.5
2,2,35.0
3,3,36.333333333333336
4,4,33.8
5,8,0.0
6,9,0.0
7,10,0.0
8,11,0.0
9,12,0.0
10,13,0.0
11,14,0.0
