,Week,Score
0,-1,2.0
1,0,0.0
2,1,0.0
3,2,0.0
4,3,0.3333333333333333
5,4,0.2
6,5,0.0
7,6,8.666666666666666
8,7,31.5
9,8,41.0
10,10,46.333333333333336
11,11,46.5
12,14,58.5
13,18,2.6666666666666665
14,19,0.0
15,20,0.0
16,21,0.0
17,22,7.25
18,23,4.5
