,Week,Score
0,-1,0.0
1,0,0.4
2,1,9.5
3,2,19.0
4,3,14.333333333333334
5,4,21.2
6,5,31.666666666666668
7,6,33.666666666666664
8,7,35.75
9,8,38.25
10,9,43.5
11,10,35.333333333333336
12,11,44.0
13,14,44.0
