,Week,Score
0,0,0.0
1,1,0.0
2,2,0.0
3,3,0.3333333333333333
4,4,0.0
5,8,0.0
6,9,0.0
7,10,0.0
8,11,0.0
9,12,0.0
10,13,0.0
11,14,0.0
