,Week,Score
0,-16,27.4
1,-15,28.333333333333332
2,-14,30.0
3,-13,29.0
4,-12,27.666666666666668
5,-11,25.5
6,-10,34.0
7,-9,33.666666666666664
8,-8,32.666666666666664
9,-7,30.0
10,-4,7.0
11,-2,4.5
12,-1,7.666666666666667
13,0,10.714285714285714
14,1,13.0
