,Week,Score
0,-1,0.0
1,0,3.0
2,1,20.5
3,2,22.333333333333332
4,3,13.333333333333334
5,4,21.6
6,5,22.666666666666668
7,6,25.0
8,7,27.0
9,8,32.25
10,9,38.5
11,10,36.333333333333336
12,11,38.0
13,14,46.0
14,18,3.0
15,19,0.0
16,20,0.0
17,21,0.0
18,22,0.0
19,23,0.0
