,Week,Score
0,0,47.0
1,7,29.0
2,8,36.0
3,9,45.0
4,10,42.25
5,11,45.0
6,12,46.0
7,13,39.333333333333336
8,14,46.6
9,15,47.0
10,16,52.333333333333336
11,17,52.0
12,18,46.0
13,19,50.5
14,22,52.0
15,23,53.0
16,26,2.0
17,27,0.0
18,28,0.0
19,29,0.0
20,30,0.0
21,31,0.0
22,32,1.0
