,Week,Score
0,-16,35.4
1,-15,35.666666666666664
2,-14,38.0
3,-13,38.666666666666664
4,-12,41.333333333333336
5,-11,38.0
6,-10,39.0
7,-9,36.666666666666664
8,-8,33.666666666666664
9,-7,33.0
10,-4,12.0
11,-2,18.25
12,-1,16.666666666666668
13,0,16.0
14,1,19.0
