,Week,Score
0,0,44.4
1,1,43.5
2,2,43.5
3,3,52.666666666666664
4,4,47.0
5,8,16.0
6,9,0.6666666666666666
7,10,0.0
8,11,0.0
9,12,0.0
10,13,0.0
11,14,0.25
