,Unnamed: 0,Score,Date,Time ended,Initial,Delta,Week
0,0,46,2018-06-19,10:45 AM,KT,0,0
1,1,42,2018-06-20,11:52 AM,GM,1,0
2,2,44,2018-06-21,11:23 AM,KT,2,0
