,Score,Date,Time ended,Initial
0,3,7/9/18,3:25,LM
1,2,7/10/18,10:47,LM
2,3,7/12/18,2:05,KG
3,0,7/16/18,2:44 AM,LM
4,0,7/17/18,3:15,LM
5,0,7/18/18,n/a,KG
6,0,7/19/18,2:35,LM
7,0,7/20/18,1:20,LM
8,0,7/23/18,10:40,LM
9,0,7/24/18,11:53,LM
10,0,7/25/18,10:30,LM
11,0,7/26/18,10:33,LM
12,0,7/27/18,11:55,GM
13,5,7/30/18,10:05,GM
14,8,7/31/18,11:35,GM
15,7,8/1/18,11:59,GM
16,9,8/2/18,10:48,GM
17,4,8/3/18,10:25,GM
18,5,8/7/18,12:35,GM
